brand	manufacturers_id	name	description	room_image_url	fiber	texture	warranty
Shaw	1	Playful Spirit	A delightful mini-shag in solid colors.  It's as playful shag...but a bit more conservative.	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV154_00701_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	128	Mack		http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/Q3518_00014_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Queen Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	129	Replacement Of Nature		http://s7.shawimg.com/is/image/ShawIndustries/Q4498_00500_ROOM?$sf_w630$	100% Nylon	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	130	Soothing Grain	Elegant geometrics-Order a sample today!	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/52981_00102_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	131	Sandy Hollow III 15'		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/Q4278_00502_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	132	Adaptation		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/Q2133_00302_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	QueenShaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	133	Whatever Your Mood II		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/E0056_00103_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	134	Design Beauty II		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/KA251_00212_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	135	Laugh Together		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/E0165_00704_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	136	Stylish Texture II 15	Elegant softness in a strong, dense texture. 50 lustrous colors—the same palette as coordinate Stylish Twist.	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV170_00128_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	137	Decorative Definition III		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/KA387_00103_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	138	Imagine the Difference I (s)12		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/KA344_00106_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	139	Island Paradise	Garden-inspired - Order a sample today!	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/52964_00302_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Kathy Ireland	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	140	Arbor View (s)		http://s7.shawimg.com/ir/render/ShawIndustriesRender/AxisLores_cropped?wid=630&obj=floors&src=is{ShawIndustriesRender/54624_00300_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Inside Out	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	141	Inspire		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/ZA969_09114_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Tuftex	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	142	High Style Texture	This smooth, tweed texture offers the sophistication you love and the strong performance you hope for.	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV138_00282_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	143	Snap Shot	Luxury and comfort--an unbeatable combination.  This super-soft, textured-loop carpet has lots of sophistication.	http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV119_00557_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	144	Secret Escape I 12		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/E0048_00301_MAIN}&res=18&sharp=2&op_sharpen=1	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	145	Wide Open		http://s7.shawimg.com/ir/render/ShawIndustriesRender/CommercialVignette_cropUpd?wid=630&obj=floors&src=is{ShawIndustriesRender/54130_30511_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	Philadelphia Commercial	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	146	True Colors		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/Z6234_00779_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	TufteShaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	147	Stylish Block		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/TV110_00507_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	HGTV	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	148	Gravitation (t)		http://s7.shawimg.com/is/image/ShawIndustries/E0025_00220_ROOM?$sf_w630$	100% Pet Polyester	Queen	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	149	Paper Moon		http://s7.shawimg.com/ir/render/ShawIndustriesRender/201108Bedroom_12_vignette?wid=630&obj=floors&src=is{ShawIndustriesRender/EA060_00402_MAIN}&res=18&sharp=2&op_sharpen=1	100% Nylon	QueenShaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
Shaw	150	Casual Boucle		http://s7.shawimg.com/ir/render/ShawIndustriesRender/AxisLores_cropped?wid=630&obj=floors&src=is{ShawIndustriesRender/54637_00600_MAIN}&res=18&sharp=2&op_sharpen=1	100% Olefin	Inside Out	Shaw's Residential Carpet Fiber Hierarchy makes our warranties easy to understand, and, even more importantly, easy to compare. We have three residential fiber brands that support the Shaw brand: Anso Nylon, EverTouch Nylon, and ClearTouch PET Polyester. Each brand includes exclusive features and benefits. Please refer to our Tips, Trends, & Care section for a complete list of warranties.
